"61","abbated01",1903,1,"BSN","NL",136,136,489,61,111,18,5,1,46,23,NA,52,NA,NA,4,17,NA,NA,136
"62","abbated01",1904,1,"BSN","NL",154,154,579,76,148,18,10,3,54,24,NA,40,NA,NA,5,13,NA,NA,154
"63","abbated01",1905,1,"BSN","NL",153,153,610,70,170,25,12,3,41,30,NA,35,NA,NA,8,5,NA,NA,153
"64","abbated01",1907,1,"PIT","NL",147,147,496,63,130,14,7,2,82,35,NA,65,NA,NA,8,22,NA,NA,147
"65","abbated01",1908,1,"PIT","NL",146,146,500,43,125,16,7,1,61,22,NA,58,NA,NA,7,25,NA,NA,146
"66","abbated01",1909,1,"PIT","NL",36,36,87,13,20,0,0,1,16,2,NA,19,NA,NA,0,1,NA,NA,36
"67","abbated01",1910,1,"PIT","NL",3,3,3,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,3
"68","abbated01",1910,2,"BSN","NL",52,52,178,20,44,4,2,0,10,2,NA,12,16,NA,0,8,NA,NA,52
"69","abbeybe01",1892,1,"WAS","NL",27,27,75,5,9,1,0,0,3,2,NA,9,27,NA,0,NA,NA,NA,27
"70","abbeybe01",1893,1,"CHN","NL",7,7,26,2,6,1,0,0,2,0,NA,2,3,NA,0,NA,NA,NA,7
"71","abbeybe01",1894,1,"CHN","NL",11,11,39,3,5,0,0,0,4,1,NA,2,7,NA,0,NA,NA,NA,11
"72","abbeybe01",1895,1,"CHN","NL",1,1,3,0,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,1
"73","abbeybe01",1895,2,"BRO","NL",8,8,19,4,5,0,1,0,1,0,NA,2,4,NA,0,0,NA,NA,8
"74","abbeybe01",1896,1,"BRO","NL",25,25,63,7,12,1,2,0,7,0,NA,6,13,NA,0,4,NA,NA,25
"75","abbeych01",1893,1,"WAS","NL",31,31,116,11,30,1,4,0,12,9,NA,12,6,NA,1,NA,NA,NA,31
"76","abbeych01",1894,1,"WAS","NL",129,129,523,95,164,26,18,7,101,31,NA,58,38,NA,7,NA,NA,NA,129
"77","abbeych01",1895,1,"WAS","NL",132,132,511,102,141,14,10,8,84,28,NA,43,41,NA,7,5,NA,NA,132
"78","abbeych01",1896,1,"WAS","NL",79,79,301,47,79,12,6,1,49,16,NA,27,20,NA,4,10,NA,NA,79
"79","abbeych01",1897,1,"WAS","NL",80,80,300,52,78,14,8,3,34,9,NA,27,NA,NA,4,3,NA,NA,80
"80","abbotda01",1890,1,"TL2","AA",3,3,7,0,1,0,1,0,1,1,NA,0,NA,NA,0,NA,NA,NA,3
"81","abbotfr01",1903,1,"CLE","AL",77,77,255,25,60,11,3,1,25,8,NA,7,NA,NA,5,9,NA,NA,77
"82","abbotfr01",1904,1,"CLE","AL",41,41,130,14,22,4,2,0,12,2,NA,6,NA,NA,0,5,NA,NA,41
"83","abbotfr01",1905,1,"PHI","NL",42,42,128,9,25,6,1,0,12,4,NA,6,NA,NA,3,6,NA,NA,42
"84","abbotgl01",1973,1,"OAK","AL",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"85","abbotgl01",1974,1,"OAK","AL",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"86","abbotgl01",1975,1,"OAK","AL",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"87","abbotgl01",1976,1,"OAK","AL",19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"88","abbotgl01",1977,1,"SEA","AL",36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"89","abbotgl01",1978,1,"SEA","AL",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"90","abbotgl01",1979,1,"SEA","AL",23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"91","abbotgl01",1980,1,"SEA","AL",31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"92","abbotgl01",1981,1,"SEA","AL",22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"93","abbotgl01",1983,1,"SEA","AL",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"94","abbotgl01",1983,2,"DET","AL",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"95","abbotgl01",1984,1,"DET","AL",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"96","abbotje01",1997,1,"CHA","AL",19,19,38,8,10,1,0,1,2,0,0,0,6,0,0,0,0,3,19
"97","abbotje01",1998,1,"CHA","AL",89,89,244,33,68,14,1,12,41,3,3,9,28,1,0,2,5,2,89
"98","abbotje01",1999,1,"CHA","AL",17,17,57,5,9,0,0,2,6,1,1,5,12,0,0,1,1,4,17
"99","abbotje01",2000,1,"CHA","AL",80,80,215,31,59,15,1,3,29,2,1,21,38,1,2,2,1,2,80
"100","abbotje01",2001,1,"FLO","NL",28,28,42,5,11,3,0,0,5,0,0,3,7,0,1,0,0,1,28
"101","abbotji01",1989,1,"CAL","AL",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"102","abbotji01",1990,1,"CAL","AL",33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"103","abbotji01",1991,1,"CAL","AL",34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"104","abbotji01",1992,1,"CAL","AL",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"105","abbotji01",1993,1,"NYA","AL",32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"106","abbotji01",1994,1,"NYA","AL",24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"107","abbotji01",1995,1,"CHA","AL",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"108","abbotji01",1995,2,"CAL","AL",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"109","abbotji01",1996,1,"CAL","AL",27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"110","abbotji01",1998,1,"CHA","AL",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"111","abbotji01",1999,1,"MIL","NL",20,18,21,0,2,0,0,0,3,0,0,0,10,0,0,3,0,1,18
